epoch,loss
0,0.2959343492984772
1,0.288487046957016
2,0.2802392244338989
3,0.27003487944602966
4,0.25682562589645386
5,0.23943470418453217
6,0.2164747565984726
7,0.18642553687095642
8,0.14809198677539825
9,0.1021249070763588
10,0.05686667934060097
11,0.057398490607738495
12,0.09645373374223709
13,0.07007747143507004
14,0.04850823059678078
15,0.04447570815682411
16,0.04886448010802269
17,0.05455131456255913
18,0.05841829627752304
19,0.059607163071632385
20,0.05829060822725296
21,0.05512382090091705
22,0.0510418564081192
23,0.04715808480978012
24,0.044596318155527115
25,0.044138308614492416
26,0.04571818560361862
27,0.048151787370443344
28,0.049709588289260864
29,0.049389030784368515
30,0.0475970096886158
31,0.045547474175691605
32,0.04423670470714569
33,0.04396466910839081
34,0.04446769505739212
35,0.045263100415468216
36,0.04591772332787514
37,0.046173904091119766
38,0.045972246676683426
39,0.04542010277509689
40,0.044732559472322464
41,0.04415524750947952
42,0.04387655854225159
43,0.043950021266937256
44,0.04426537826657295
45,0.04460218548774719
46,0.04475307837128639
47,0.0446409247815609
48,0.04434611648321152
49,0.04403245821595192
50,0.0438392274081707
51,0.04381491243839264
52,0.043917469680309296
53,0.04405783861875534
54,0.044151172041893005
55,0.04415169358253479
56,0.044063616544008255
57,0.04393061622977257
58,0.04381139948964119
59,0.04375133663415909
60,0.04376186057925224
61,0.0438174232840538
62,0.04387233778834343
63,0.04388812184333801
64,0.043854378163814545
65,0.04379050433635712
66,0.043729428201913834
67,0.04369650036096573
68,0.043697111308574677
69,0.04371798038482666
70,0.043738070875406265
71,0.04374097287654877
72,0.04372243210673332
73,0.04369039833545685
74,0.04365892335772514
75,0.04363973066210747
76,0.04363609477877617
77,0.04364202916622162
78,0.043646980077028275
79,0.04364272579550743
80,0.04362794756889343
81,0.0436079204082489
82,0.04359019547700882
83,0.0435795783996582
84,0.04357580095529556
85,0.04357459768652916
86,0.04357096180319786
87,0.04356224089860916
88,0.04354926943778992
89,0.04353531450033188
90,0.043523676693439484
91,0.043515678495168686
92,0.043510109186172485
93,0.043504368513822556
94,0.043496351689100266
95,0.04348573833703995
96,0.04347391054034233
97,0.04346274957060814
98,0.04345329850912094
99,0.04344521835446358
100,0.043437253683805466
101,0.04342819005250931
102,0.043417684733867645
103,0.04340628162026405
104,0.043394964188337326
105,0.043384354561567307
106,0.043374355882406235
107,0.04336431622505188
108,0.04335356503725052
109,0.043341901153326035
110,0.0433296300470829
111,0.0433172732591629
112,0.043305106461048126
113,0.04329301789402962
114,0.04328060522675514
115,0.043267522007226944
116,0.043253690004348755
117,0.0432392954826355
118,0.043224602937698364
119,0.04320968687534332
120,0.043194375932216644
121,0.04317840188741684
122,0.043161600828170776
123,0.04314398020505905
124,0.04312564805150032
125,0.043106645345687866
126,0.043086882680654526
127,0.04306613653898239
128,0.043044183403253555
129,0.04302092641592026
130,0.042996346950531006
131,0.042970407754182816
132,0.04294295608997345
133,0.042913757264614105
134,0.04288255423307419
135,0.042849160730838776
136,0.04281342402100563
137,0.04277511313557625
138,0.04273388907313347
139,0.042689304798841476
140,0.042640965431928635
141,0.042588505893945694
142,0.04253153130412102
143,0.042469535022974014
